attendance,away_team,game_type,home_team,venue,day_of_week,sky,total_runs,game_hours_dec,season,home_team_outcome
40419,Miami Marlins,Night Game,Chicago Cubs,Wrigley Field,Tuesday,Sunny,5,2.8,regular,Win
35986,Toronto Blue Jays,Night Game,Kansas City Royals,Kauffman Stadium,Saturday,Cloudy,6,2.6,regular,Win
42272,Texas Rangers,Night Game,Houston Astros,Minute Maid Park,Saturday,In Dome,5,3.116666667,regular,Loss
41053,New York Mets,Night Game,Detroit Tigers,Comerica Park,Saturday,Cloudy,11,3.316666667,regular,Win
37699,Miami Marlins,Night Game,Colorado Rockies,Coors Field,Saturday,Cloudy,18,3.416666667,regular,Win
28491,Baltimore Orioles,Night Game,Chicago White Sox,U.S. Cellular Field,Saturday,Sunny,6,2.933333333,regular,Win
29370,Milwaukee Brewers,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,21,4,regular,Loss
34036,San Francisco Giants,Night Game,Washington Nationals,Nationals Park,Friday,Cloudy,6,2.433333333,regular,Win
12161,Minnesota Twins,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,8,2.95,regular,Loss
42421,Atlanta Braves,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Unknown,1,2.466666667,regular,Win
40354,Los Angeles Angels of Anaheim,Night Game,Seattle Mariners,Safeco Field,Friday,Sunny,10,2.866666667,regular,Win
27521,Philadelphia Phillies,Night Game,San Diego Padres,Petco Park,Friday,Cloudy,9,2.916666667,regular,Loss
28882,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Friday,Cloudy,5,3.066666667,regular,Win
38089,New York Yankees,Night Game,Boston Red Sox,Fenway Park,Tuesday,Cloudy,8,3.216666667,regular,Win
46330,Houston Astros,Night Game,Toronto Blue Jays,Rogers Centre,Friday,Unknown,8,2.816666667,regular,Loss
31190,Detroit Tigers,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Unknown,13,3,regular,Win
41479,Baltimore Orioles,Night Game,San Francisco Giants,AT&T Park,Friday,Sunny,7,3.016666667,regular,Loss
23600,Colorado Rockies,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Unknown,16,3.416666667,regular,Win
14073,Seattle Mariners,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Sunny,9,2.316666667,regular,Win
24422,San Diego Padres,Night Game,New York Mets,Citi Field,Friday,Cloudy,14,3.116666667,regular,Loss
46459,Tampa Bay Rays,Night Game,New York Yankees,Yankee Stadium III,Friday,Unknown,9,2.85,regular,Win
24617,Kansas City Royals,Night Game,Minnesota Twins,Target Field,Friday,Unknown,10,2.8,regular,Loss
24553,Cincinnati Reds,Night Game,Milwaukee Brewers,Miller Park,Friday,In Dome,11,3.383333333,regular,Loss
21090,Chicago White Sox,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,6,3.366666667,regular,Loss
47438,Pittsburgh Pirates,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,6,2.95,regular,Loss
27014,Los Angeles Angels of Anaheim,Night Game,Cleveland Indians,Progressive Field,Friday,Unknown,16,3.216666667,regular,Win
35840,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Monday,Sunny,5,3.016666667,regular,Loss
30665,Toronto Blue Jays,Night Game,Cleveland Indians,Progressive Field,Friday,Sunny,5,2.45,regular,Win
28184,Los Angeles Dodgers,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Cloudy,11,3.65,regular,Win
20011,Oakland Athletics,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Sunny,9,2.383333333,regular,Loss
34422,Houston Astros,Night Game,Baltimore Orioles,Oriole Park at Camden Yard,Friday,Sunny,23,3.05,regular,Loss
30292,Washington Nationals,Night Game,Atlanta Braves,Turner Field,Friday,Unknown,13,3.6,regular,Loss
40256,New York Yankees,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Sunny,7,2.916666667,regular,Loss
41517,New York Mets,Night Game,San Francisco Giants,AT&T Park,Thursday,Cloudy,17,3.5,regular,Win
32103,Arizona Diamondbacks,Night Game,San Diego Padres,Petco Park,Thursday,Sunny,17,3.816666667,regular,Win
29187,Los Angeles Dodgers,Night Game,Philadelphia Phillies,Citizens Bank Park,Thursday,Cloudy,9,2.9,regular,Win
30599,Minnesota Twins,Night Game,Kansas City Royals,Kauffman Stadium,Thursday,Sunny,9,2.25,regular,Win
34649,Boston Red Sox,Day Game,Detroit Tigers,Comerica Park,Thursday,Cloudy,7,3.383333333,regular,Win
12982,Chicago White Sox,Night Game,Cleveland Indians,Progressive Field,Thursday,Cloudy,9,3,regular,Win
32996,Minnesota Twins,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Sunny,3,2.416666667,regular,Win
25474,Pittsburgh Pirates,Night Game,Milwaukee Brewers,Miller Park,Friday,Cloudy,8,3.433333333,regular,Loss
17775,San Diego Padres,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,13,3.866666667,regular,Win
48609,Chicago Cubs,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,10,3.633333333,regular,Loss
25852,Tampa Bay Rays,Night Game,Houston Astros,Minute Maid Park,Friday,In Dome,9,2.65,regular,Win
31357,Los Angeles Angels of Anaheim,Night Game,Detroit Tigers,Comerica Park,Friday,Sunny,6,2.833333333,regular,Win
25651,Seattle Mariners,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Cloudy,4,2.366666667,regular,Loss
38134,Kansas City Royals,Night Game,Boston Red Sox,Fenway Park,Friday,Cloudy,9,3.233333333,regular,Loss
26087,Cincinnati Reds,Night Game,Arizona Diamondbacks,Chase Field,Friday,In Dome,7,3.783333333,regular,Win
39722,Baltimore Orioles,Night Game,Washington Nationals,Nationals Park,Thursday,Cloudy,4,2.716666667,regular,Win
46273,Los Angeles Angels of Anaheim,Night Game,Toronto Blue Jays,Rogers Centre,Thursday,In Dome,9,3.1,regular,Loss
23768,Cleveland Indians,Night Game,Texas Rangers,Globe Life Park in Arlington,Thursday,Sunny,9,2.566666667,regular,Win
12059,Boston Red Sox,Day Game,Tampa Bay Rays,Tropicana Field,Thursday,In Dome,3,2.533333333,regular,Win
38002,Baltimore Orioles,Day Game,New York Yankees,Yankee Stadium III,Sunday,Sunny,5,3.116666667,regular,Loss
12602,Toronto Blue Jays,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,11,2.866666667,regular,Win
16775,Los Angeles Angels of Anaheim,Night Game,Seattle Mariners,Safeco Field,Friday,In Dome,19,3.416666667,regular,Win
21772,Milwaukee Brewers,Night Game,Pittsburgh Pirates,PNC Park,Friday,Cloudy,1,3.016666667,regular,Loss
17175,Atlanta Braves,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Unknown,12,3.466666667,regular,Loss
21376,Boston Red Sox,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Cloudy,18,3.45,regular,Loss
32040,Washington Nationals,Night Game,New York Mets,Citi Field,Friday,Cloudy,5,3.116666667,regular,Loss
20806,Chicago White Sox,Night Game,Minnesota Twins,Target Field,Friday,Cloudy,15,2.983333333,regular,Loss
48911,San Diego Padres,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,6,3.533333333,regular,Loss
25008,Detroit Tigers,Night Game,Kansas City Royals,Kauffman Stadium,Friday,Sunny,13,3.466666667,regular,Loss
23002,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Friday,Sunny,21,3.183333333,regular,Win
24415,Miami Marlins,Night Game,Cleveland Indians,Progressive Field,Friday,Sunny,8,2.816666667,regular,Win
21441,St. Louis Cardinals,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Cloudy,5,2.95,regular,Win
13062,Houston Astros,Night Game,Cleveland Indians,Progressive Field,Monday,Sunny,8,3.733333333,regular,Loss
47841,New York Mets,Night Game,Atlanta Braves,Turner Field,Saturday,Cloudy,7,3.4,regular,Win
32301,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,14,3.15,regular,Loss
39146,Texas Rangers,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Sunny,13,3.666666667,regular,Loss
28469,Philadelphia Phillies,Night Game,Washington Nationals,Nationals Park,Friday,Sunny,9,3.516666667,regular,Win
46953,Boston Red Sox,Night Game,Toronto Blue Jays,Rogers Centre,Friday,Unknown,16,3.383333333,regular,Loss
42647,Milwaukee Brewers,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Unknown,7,2.566666667,regular,Win
25015,Colorado Rockies,Night Game,San Diego Padres,Petco Park,Friday,Sunny,5,2.633333333,regular,Loss
24520,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Friday,Overcast,7,3.016666667,regular,Loss
19385,Seattle Mariners,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Sunny,5,2.983333333,regular,Loss
30194,Tampa Bay Rays,Night Game,New York Yankees,Yankee Stadium III,Friday,Cloudy,12,3.5,regular,Win
20173,Cleveland Indians,Night Game,Minnesota Twins,Target Field,Friday,Unknown,9,3.116666667,regular,Loss
22940,Los Angeles Dodgers,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,5,3.133333333,regular,Win
29932,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Monday,Unknown,9,3.133333333,regular,Loss
30178,Houston Astros,Night Game,Seattle Mariners,Safeco Field,Friday,Unknown,6,2.966666667,regular,Loss
18179,Miami Marlins,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Sunny,7,4.716666667,regular,Win
33338,Minnesota Twins,Night Game,New York Mets,Citi Field,Friday,Cloudy,3,2.683333333,regular,Win
29318,Chicago White Sox,Night Game,Kansas City Royals,Kauffman Stadium,Friday,Overcast,11,3,regular,Loss
30451,San Diego Padres,Night Game,Colorado Rockies,Coors Field,Friday,Sunny,15,3.516666667,regular,Win
29137,Detroit Tigers,Night Game,Cleveland Indians,Progressive Field,Friday,Cloudy,15,3.516666667,regular,Win
20238,Pittsburgh Pirates,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Rain,16,3.916666667,regular,Loss
40823,Milwaukee Brewers,Day Game,Chicago Cubs,Wrigley Field,Friday,Cloudy,9,3.216666667,regular,Win
37927,New York Yankees,Night Game,Boston Red Sox,Fenway Park,Friday,Sunny,11,3.216666667,regular,Win
30094,Tampa Bay Rays,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Friday,Cloudy,9,2.733333333,regular,Win
33618,Washington Nationals,Night Game,Atlanta Braves,Turner Field,Friday,Cloudy,9,3.233333333,regular,Loss
34224,Oakland Athletics,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Cloudy,7,3.183333333,regular,Loss
47016,New York Yankees,Night Game,Toronto Blue Jays,Rogers Centre,Friday,In Dome,9,3.1,regular,Win
20543,Boston Red Sox,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,3,2.866666667,regular,Loss
28404,San Francisco Giants,Night Game,San Diego Padres,Petco Park,Friday,Sunny,9,2.9,regular,Win
29513,Washington Nationals,Night Game,Pittsburgh Pirates,PNC Park,Friday,Sunny,11,4.6,regular,Win
26367,Texas Rangers,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Sunny,3,2.316666667,regular,Loss
37873,Philadelphia Phillies,Night Game,New York Mets,Citi Field,Friday,Sunny,15,3.666666667,regular,Win
22683,Seattle Mariners,Night Game,Minnesota Twins,Target Field,Friday,Unknown,11,3.066666667,regular,Loss
35364,Cincinnati Reds,Night Game,Milwaukee Brewers,Miller Park,Friday,In Dome,9,2.8,regular,Win
23924,Atlanta Braves,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,5,3.133333333,regular,Loss
52320,Colorado Rockies,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,7,3.65,regular,Win
29429,Los Angeles Angels of Anaheim,Night Game,Houston Astros,Minute Maid Park,Friday,In Dome,16,3.4,regular,Loss
29480,Kansas City Royals,Night Game,Detroit Tigers,Comerica Park,Friday,Unknown,11,3.166666667,regular,Win
29934,Oakland Athletics,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Monday,Sunny,3,2.583333333,regular,Win
41359,Los Angeles Dodgers,Night Game,San Francisco Giants,AT&T Park,Friday,Sunny,12,3.25,regular,Win
24088,Oakland Athletics,Night Game,Seattle Mariners,Safeco Field,Friday,Sunny,6,2.583333333,regular,Win
20556,New York Mets,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Unknown,6,2.883333333,regular,Loss
33955,Baltimore Orioles,Night Game,New York Yankees,Yankee Stadium III,Friday,Drizzle,9,3.433333333,regular,Loss
24741,Cleveland Indians,Night Game,Kansas City Royals,Kauffman Stadium,Friday,Sunny,9,2.6,regular,Loss
41068,Milwaukee Brewers,Night Game,Colorado Rockies,Coors Field,Friday,Cloudy,5,2.5,regular,Win
27368,Chicago Cubs,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Cloudy,10,2.65,regular,Loss
19007,Minnesota Twins,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Overcast,10,2.933333333,regular,Win
37661,Toronto Blue Jays,Night Game,Boston Red Sox,Fenway Park,Friday,Rain,8,3.416666667,regular,Win
41500,Detroit Tigers,Night Game,Atlanta Braves,Turner Field,Friday,Cloudy,8,3.35,regular,Loss
42651,San Diego Padres,Night Game,Arizona Diamondbacks,Chase Field,Friday,Cloudy,8,2.85,regular,Win
30112,Houston Astros,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Sunny,8,2.666666667,regular,Win
28730,Miami Marlins,Day Game,Washington Nationals,Nationals Park,Sunday,Overcast,17,3.6,regular,Win
38104,Chicago Cubs,Night Game,Cleveland Indians,Progressive Field,Wednesday,Cloudy,15,4.466666667,post,Loss
38116,Chicago Cubs,Night Game,Cleveland Indians,Progressive Field,Tuesday,Night,12,3.483333333,post,Loss
41711,Cleveland Indians,Night Game,Chicago Cubs,Wrigley Field,Sunday,Cloudy,5,3.45,post,Win
41706,Cleveland Indians,Night Game,Chicago Cubs,Wrigley Field,Saturday,Cloudy,9,3.266666667,post,Loss
41703,Cleveland Indians,Night Game,Chicago Cubs,Wrigley Field,Friday,Cloudy,1,3.55,post,Loss
38172,Chicago Cubs,Night Game,Cleveland Indians,Progressive Field,Wednesday,Cloudy,6,4.066666667,post,Loss
38091,Chicago Cubs,Night Game,Cleveland Indians,Progressive Field,Tuesday,Cloudy,6,3.616666667,post,Win
42386,Los Angeles Dodgers,Night Game,Chicago Cubs,Wrigley Field,Saturday,Night,5,2.6,post,Win
54449,Chicago Cubs,Night Game,Los Angeles Dodgers,Dodger Stadium,Thursday,Night,12,4.266666667,post,Loss
48800,Cleveland Indians,Day Game,Toronto Blue Jays,Rogers Centre,Wednesday,In Dome,3,2.616666667,post,Loss
54449,Chicago Cubs,Night Game,Los Angeles Dodgers,Dodger Stadium,Wednesday,Night,12,3.966666667,post,Loss
49142,Cleveland Indians,Day Game,Toronto Blue Jays,Rogers Centre,Tuesday,In Dome,6,3.016666667,post,Win
54269,Chicago Cubs,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Night,6,3.3,post,Win
49507,Cleveland Indians,Night Game,Toronto Blue Jays,Rogers Centre,Monday,In Dome,6,3.383333333,post,Loss
42384,Los Angeles Dodgers,Night Game,Chicago Cubs,Wrigley Field,Sunday,Overcast,1,2.75,post,Loss
37870,Toronto Blue Jays,Day Game,Cleveland Indians,Progressive Field,Saturday,Sunny,3,2.733333333,post,Win
42376,Los Angeles Dodgers,Night Game,Chicago Cubs,Wrigley Field,Saturday,Cloudy,12,3.616666667,post,Win
37727,Toronto Blue Jays,Night Game,Cleveland Indians,Progressive Field,Friday,Night,2,2.733333333,post,Win
43936,Los Angeles Dodgers,Night Game,Washington Nationals,Nationals Park,Thursday,Night,7,4.533333333,post,Loss
43166,Chicago Cubs,Night Game,San Francisco Giants,AT&T Park,Tuesday,Cloudy,11,3.416666667,post,Loss
49617,Washington Nationals,Day Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Cloudy,11,3.733333333,post,Win
43571,Chicago Cubs,Night Game,San Francisco Giants,AT&T Park,Monday,Cloudy,11,5.066666667,post,Win
53901,Washington Nationals,Day Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,11,4.2,post,Loss
39530,Cleveland Indians,Night Game,Boston Red Sox,Fenway Park,Monday,Night,7,3.683333333,post,Loss
43826,Los Angeles Dodgers,Day Game,Washington Nationals,Nationals Park,Sunday,Sunny,7,3.916666667,post,Win
49555,Texas Rangers,Night Game,Toronto Blue Jays,Rogers Centre,Sunday,In Dome,13,3.35,post,Win
42392,San Francisco Giants,Night Game,Chicago Cubs,Wrigley Field,Saturday,Night,7,3.05,post,Win
43915,Los Angeles Dodgers,Night Game,Washington Nationals,Nationals Park,Friday,Cloudy,7,3.766666667,post,Loss
48019,Toronto Blue Jays,Day Game,Texas Rangers,Globe Life Park in Arlington,Friday,Overcast,8,3.5,post,Loss
37842,Boston Red Sox,Day Game,Cleveland Indians,Progressive Field,Friday,Sunny,6,3.316666667,post,Win
42148,San Francisco Giants,Night Game,Chicago Cubs,Wrigley Field,Friday,Cloudy,1,2.5,post,Win
47434,Toronto Blue Jays,Day Game,Texas Rangers,Globe Life Park in Arlington,Thursday,Sunny,11,2.966666667,post,Loss
37762,Boston Red Sox,Night Game,Cleveland Indians,Progressive Field,Thursday,Night,9,3.55,post,Win
44747,San Francisco Giants,Night Game,New York Mets,Citi Field,Wednesday,Night,3,3.183333333,post,Loss
49934,Baltimore Orioles,Night Game,Toronto Blue Jays,Rogers Centre,Tuesday,Night,7,3.416666667,post,Win
37015,Tampa Bay Rays,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Sunny,10,4,regular,Loss
44615,Pittsburgh Pirates,Day Game,St. Louis Cardinals,Busch Stadium III,Sunday,Unknown,14,3.2,regular,Win
41445,Los Angeles Dodgers,Day Game,San Francisco Giants,AT&T Park,Sunday,Unknown,8,3.066666667,regular,Win
24856,Oakland Athletics,Day Game,Seattle Mariners,Safeco Field,Sunday,Unknown,5,2.566666667,regular,Loss
36935,New York Mets,Day Game,Philadelphia Phillies,Citizens Bank Park,Sunday,Cloudy,7,2.65,regular,Win
33277,Baltimore Orioles,Day Game,New York Yankees,Yankee Stadium III,Sunday,Unknown,7,2.533333333,regular,Loss
29475,Cleveland Indians,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Cloudy,5,2.433333333,regular,Loss
27762,Milwaukee Brewers,Day Game,Colorado Rockies,Coors Field,Sunday,Sunny,10,3.383333333,regular,Loss
32587,Chicago Cubs,Day Game,Cincinnati Reds,Great American Ball Park,Sunday,Unknown,11,3.3,regular,Loss
21904,Minnesota Twins,Day Game,Chicago White Sox,U.S. Cellular Field,Sunday,Unknown,9,3.016666667,regular,Loss
36787,Toronto Blue Jays,Day Game,Boston Red Sox,Fenway Park,Sunday,Unknown,3,3.233333333,regular,Loss
51220,Detroit Tigers,Day Game,Atlanta Braves,Turner Field,Sunday,Cloudy,1,2.783333333,regular,Win
31385,San Diego Padres,Day Game,Arizona Diamondbacks,Chase Field,Sunday,In Dome,5,2.616666667,regular,Win
28083,Houston Astros,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Sunday,Cloudy,9,2.7,regular,Win
31635,Miami Marlins,Day Game,Washington Nationals,Nationals Park,Saturday,Overcast,3,3.05,regular,Win
42093,Tampa Bay Rays,Night Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Sunny,5,2.65,regular,Loss
43328,Pittsburgh Pirates,Day Game,St. Louis Cardinals,Busch Stadium III,Saturday,Unknown,7,3.2,regular,Win
41320,Los Angeles Dodgers,Day Game,San Francisco Giants,AT&T Park,Saturday,Sunny,3,2.25,regular,Win
29522,Oakland Athletics,Night Game,Seattle Mariners,Safeco Field,Saturday,In Dome,17,4.016666667,regular,Loss
20225,New York Mets,Day Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Unknown,8,3.016666667,regular,Loss
33222,Baltimore Orioles,Day Game,New York Yankees,Yankee Stadium III,Saturday,Unknown,10,2.9,regular,Win
28569,Cleveland Indians,Day Game,Kansas City Royals,Kauffman Stadium,Saturday,Overcast,9,3.366666667,regular,Loss
32835,Milwaukee Brewers,Night Game,Colorado Rockies,Coors Field,Saturday,Sunny,7,3.433333333,regular,Loss
30970,Chicago Cubs,Day Game,Cincinnati Reds,Great American Ball Park,Saturday,Overcast,11,3.133333333,regular,Win
25730,Minnesota Twins,Night Game,Chicago White Sox,U.S. Cellular Field,Saturday,Cloudy,6,2.533333333,regular,Loss
37396,Toronto Blue Jays,Night Game,Boston Red Sox,Fenway Park,Saturday,Drizzle,7,3.483333333,regular,Loss
40124,Detroit Tigers,Night Game,Atlanta Braves,Turner Field,Saturday,Cloudy,8,2.85,regular,Win
32811,San Diego Padres,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,14,2.766666667,regular,Win
32487,Houston Astros,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Sunny,3,2.916666667,regular,Loss
30857,Miami Marlins,Night Game,Washington Nationals,Nationals Park,Friday,Drizzle,11,3.133333333,regular,Loss
35968,Tampa Bay Rays,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Sunny,4,3,regular,Win
43070,Pittsburgh Pirates,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Unknown,7,2.7,regular,Win
